x1,x2,y,y_clean,split
-2.4675930419526653,-1.9179474097503468,5.4181753462616244,5.8191535184345655,test
-0.5588649636550409,1.5390952058720462,-3.7014999062601,-3.5432221186567356,train
2.6550277154008874,-2.057932055089249,11.458424737352317,12.131650760989652,train
2.703989048816914,1.669815568506368,11.939947500518928,10.813335138170249,train
-0.5327809377066455,1.7880471293075164,-4.4556668961765515,-4.417825229990637,test
1.0043813285927845,1.4796057843307295,1.7981623184649702,1.5207953540912102,train
-0.25952640987600617,-2.8834632716475577,4.528771906700072,4.727822640695028,train
1.5207632366180501,-1.3612007243599586,4.995296999307017,5.491450389739365,train
-2.8105120158420087,-0.18997354324911786,0.7447645514266918,0.8792086491444592,test
-2.1350571064718493,0.5732662723007746,-0.6103685112356724,-1.1838746134371916,train
0.6851928212615954,2.515332596214301,-2.325854486319205,-2.1150542245083024,test
-1.6046864253416184,-0.7463641672277861,-0.8443664564079457,-0.4279257987954701,test
0.9963137956148911,2.250139912643725,-0.3783319019021851,-0.44513568114257107,test
-0.8926624352322099,-2.0194242711789805,3.7745334130044466,3.564238804353827,train
2.3198733487669285,-0.772317074948238,9.088068337894791,8.208175504156733,train
1.915556313359919,-2.686307935072062,9.191048344358233,9.013025359951818,test
-0.04297319958730661,1.4549357463337333,-1.840869870938841,-2.068481262497356,test
1.6373705225691468,-2.096083455402522,8.061292134307179,7.715328195741285,train
-1.3731726825894577,-1.4578799061092533,1.1957808425304108,1.7259993642128586,test
-0.0344413391288243,1.651399513159289,-3.0738007435121646,-2.733980243125207,train
-1.815107688820331,0.2083003045362597,-1.6281174627315391,-1.091362682237798,train
2.165317011125963,-2.9161636834892244,9.037273798803422,9.734286242583368,train
1.938405699410489,-2.986588771515617,9.174848435355534,8.773083562742801,train
2.4128980104540076,0.0639637904393826,9.749766202766454,9.592259767555541,train
2.264861887345557,-1.170266917504831,8.387691231913228,8.345463801552034,test
2.7575775723569684,-1.9181313240289373,10.991753233977647,12.471173367516666,train
-1.6299826102084443,0.6815636262966658,-0.7463420562504898,-1.7337902795857445,train
2.5909457447718927,-1.6293811696954374,10.504089772065102,11.00244579302527,test
0.4272791481119862,0.5532428981096875,1.9713432385301548,1.1830730294360872,train
-0.4650294964910868,-0.7244042964823629,-1.0557343593307578,-0.49458463821949505,train
0.3622433758072381,-1.8795226939812617,3.5794014330241835,3.88728479357379,train
-0.944385860098333,-2.171371572787508,3.1021145565170296,4.039539025096875,test
-1.2686819582342874,-1.5788363812362716,2.2996312716323524,2.136133816164046,train
-1.5521139721348274,-2.8210073519220895,5.319743765599356,5.841925740762479,train
-2.5054320632572393,-1.1512382277823894,1.8452503608113173,2.435866733942379,test
-0.020610617116875396,2.411728141090765,-5.159808620982106,-4.677165575769655,train
2.3265700542833248,1.9881727552981694,7.9896644877897485,7.572904534990581,train
0.780911815646308,-0.7679774596820463,2.1958535039001412,1.9023939960985423,train
0.12585379653464113,0.4550017114908229,1.052470024699906,0.4000140552509948,train
-0.428442490494501,0.4041633540843508,-0.943227771710528,-0.6797275861365014,test
-0.2135902420968483,1.972425235162274,-4.199263323890786,-4.279589118352156,train
-1.7443359145682944,-1.5822593908982063,2.0906135298984796,2.7218035442487807,test
1.937615263158584,-1.2216750672419259,6.7155870317635795,6.884784827657396,train
-1.8097022203108317,-1.189287397526331,0.912854320518045,1.1695666214018825,train
1.2997365403638783,-2.754780061369954,7.2024347878806925,6.991584296283115,train
1.5599100689769152,-1.111872820264847,5.55565328564106,5.072778648898627,train
0.44921425216640554,2.267482659528042,-2.433880189450543,-2.8163696338310804,train
2.177558249728971,2.4719258854288864,5.716878927697775,6.158685048281161,train
-1.2536978852960998,-2.3421879253886977,5.180704444686381,4.73109851002338,train
2.289703327457179,-0.25164875028941136,8.357150447472495,8.380655596270394,train
1.3764627575958253,-0.7119065904741655,3.7079787576643195,3.8573313143029506,train
1.7924989665705642,-0.06384482025967264,5.717063869208939,6.066643378229664,train
0.9874782571638852,0.32831714435206294,2.794917481955783,3.035128963769512,test
2.078058101939816,-2.878447439893524,10.339446655287217,9.439986456781735,train
2.9585931763058158,2.0534534875269648,12.235417909871162,12.05506386991248,test
-0.47902287285216794,2.841984439040031,-6.21432984840537,-6.282135440536716,train
1.8834941022574219,0.9204288720218541,6.92364897831122,7.054950611710341,test
1.4674785571082012,0.962713430960215,6.001083332849523,4.857837125771765,train
-0.28277900572789205,0.16787914698425066,0.038619344299286484,-0.4476566922769991,train
2.5616939983950715,-0.9943595297137096,9.27704880801928,9.677191787554868,train
-0.6334444225644318,-2.106133054922873,3.648264109266077,3.7578949728392796,train
0.39279549765742505,0.5043800561763039,1.0159644738011036,1.0976824073436233,test
-2.3643458580542305,-2.7303515789447577,7.878171932429801,7.7995253954182,test
-1.6453488356024026,1.9470154061512437,-6.66839302634766,-6.330663019289036,test
2.044177023202564,-0.4745298031763072,7.070544194095427,6.845196918562224,test
-0.6206836630269157,-0.511474655028151,-0.2805388401548442,-0.8608726768351701,train
-0.6354954635084509,-1.0369748491445654,-0.46556926859940334,0.06098494587280018,train
-1.5241138908562786,2.816123332191518,-8.698459267003546,-8.166053979987225,train
